smiles_a,smiles_e,smiles_p,yeild_classification,yield_regression,type
Cc1ccnc(Br)c1,C#Cc1ccc(CC)cc1,CCc1ccc(-c2cn(-c3cc(C)ccn3)nn2)cc1,0,0,N
Cc1ccnc(Br)c1,C#CCC(=O)OC,COC(=O)Cc1cn(-c2cc(C)ccn2)nn1,0,0,N
Cc1ccnc(Br)c1,C#Cc1cccc([N+](=O)[O-])c1,Cc1ccnc(-n2cc(-c3cccc([N+](=O)[O-])c3)nn2)c1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccc([N+](=O)[O-])cc1,NC(=O)c1ccc(-n2cc(-c3ccc([N+](=O)[O-])cc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(-c3ccc(C(N)=O)cc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccc(Cl)cc1,NC(=O)c1ccc(-n2cc(-c3ccc(Cl)cc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccc(C(=O)OC)cc1,COC(=O)c1ccc(-c2cn(-c3ccc(C(N)=O)cc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccc(F)cc1,NC(=O)c1ccc(-n2cc(-c3ccc(F)cc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccccc1Cl,NC(=O)c1ccc(-n2cc(-c3ccccc3Cl)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccncc1,NC(=O)c1ccc(-n2cc(-c3ccncc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1cccc(N)c1,NC(=O)c1ccc(-n2cc(-c3cccc(N)c3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(-c3ccc(C(N)=O)cc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccc(C(=O)O)cc1,NC(=O)c1ccc(-n2cc(-c3ccc(C(=O)O)cc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccc(C#C)cc1,C#Cc1ccc(-c2cn(-c3ccc(C(N)=O)cc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccc(CC)cc1,CCc1ccc(-c2cn(-c3ccc(C(N)=O)cc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccsc1,NC(=O)c1ccc(-n2cc(-c3ccsc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1cccnc1,NC(=O)c1ccc(-n2cc(-c3cccnc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccc(N)cc1,NC(=O)c1ccc(-n2cc(-c3ccc(N)cc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#CCC(=O)OC,COC(=O)Cc1cn(-c2ccc(C(N)=O)cc2)nn1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1cccc([N+](=O)[O-])c1,NC(=O)c1ccc(-n2cc(-c3cccc([N+](=O)[O-])c3)nn2)cc1,0,0,N
Fc1ccc(Br)c(Cl)c1,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(-c3ccc(F)cc3Cl)nn2)cc1,0,0,N
Fc1ccc(Br)c(Cl)c1,C#Cc1ccc(C#C)cc1,C#Cc1ccc(-c2cn(-c3ccc(F)cc3Cl)nn2)cc1,0,0,N
Fc1ccc(Br)c(Cl)c1,C#Cc1ccc(CC)cc1,CCc1ccc(-c2cn(-c3ccc(F)cc3Cl)nn2)cc1,0,0,N
Fc1ccc(Br)c(Cl)c1,C#CCC(=O)OC,COC(=O)Cc1cn(-c2ccc(F)cc2Cl)nn1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(-c3ccc(OC)cc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccc(Cl)cc1,COc1ccc(-n2cc(-c3ccc(Cl)cc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccc(C(=O)OC)cc1,COC(=O)c1ccc(-c2cn(-c3ccc(OC)cc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccc(F)cc1,COc1ccc(-n2cc(-c3ccc(F)cc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccccc1Cl,COc1ccc(-n2cc(-c3ccccc3Cl)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccncc1,COc1ccc(-n2cc(-c3ccncc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccc(C#N)cc1,COc1ccc(-n2cc(-c3ccc(C#N)cc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccc(C#C)cc1,C#Cc1ccc(-c2cn(-c3ccc(OC)cc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccc(CC)cc1,CCc1ccc(-c2cn(-c3ccc(OC)cc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccsc1,COc1ccc(-n2cc(-c3ccsc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1cccnc1,COc1ccc(-n2cc(-c3cccnc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#Cc1ccc(N)cc1,COc1ccc(-n2cc(-c3ccc(N)cc3)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#CCC(=O)OC,COC(=O)Cc1cn(-c2ccc(OC)cc2)nn1,0,0,N
COc1ccc(Br)c(OC)c1,C#Cc1ccc(F)cc1,COc1ccc(-n2cc(-c3ccc(F)cc3)nn2)c(OC)c1,0,0,N
COc1ccc(Br)c(OC)c1,C#Cc1ccccc1Cl,COc1ccc(-n2cc(-c3ccccc3Cl)nn2)c(OC)c1,0,0,N
COc1ccc(Br)c(OC)c1,C#Cc1cccc(Cl)c1,COc1ccc(-n2cc(-c3cccc(Cl)c3)nn2)c(OC)c1,0,0,N
COc1ccc(Br)c(OC)c1,C#Cc1ccc(C#C)cc1,C#Cc1ccc(-c2cn(-c3ccc(OC)cc3OC)nn2)cc1,0,0,N
COc1ccc(Br)cc1OC,C#Cc1ccc([N+](=O)[O-])cc1,COc1ccc(-n2cc(-c3ccc([N+](=O)[O-])cc3)nn2)cc1OC,0,0,N
COc1ccc(Br)cc1OC,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(-c3ccc(OC)c(OC)c3)nn2)cc1,0,0,N
COc1ccc(Br)cc1OC,C#Cc1ccc(Cl)cc1,COc1ccc(-n2cc(-c3ccc(Cl)cc3)nn2)cc1OC,0,0,N
COc1ccc(Br)cc1OC,C#Cc1ccc(C(=O)OC)cc1,COC(=O)c1ccc(-c2cn(-c3ccc(OC)c(OC)c3)nn2)cc1,0,0,N
COc1ccc(Br)cc1OC,C#Cc1ccc(F)cc1,COc1ccc(-n2cc(-c3ccc(F)cc3)nn2)cc1OC,0,0,N
COc1ccc(Br)cc1OC,C#Cc1ccccc1Cl,COc1ccc(-n2cc(-c3ccccc3Cl)nn2)cc1OC,0,0,N
COc1ccc(Br)cc1OC,C#Cc1cccc(Cl)c1,COc1ccc(-n2cc(-c3cccc(Cl)c3)nn2)cc1OC,0,0,N
COc1ccc(Br)cc1OC,C#Cc1ccc(CC)cc1,CCc1ccc(-c2cn(-c3ccc(OC)c(OC)c3)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#Cc1ccc(Cl)cc1,FC(F)(F)c1ccc(-n2cc(-c3ccc(Cl)cc3)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#Cc1ccc(C(=O)OC)cc1,COC(=O)c1ccc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#Cc1ccc(F)cc1,Fc1ccc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#Cc1ccccc1Cl,FC(F)(F)c1ccc(-n2cc(-c3ccccc3Cl)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#Cc1ccc(C#C)cc1,C#Cc1ccc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#Cc1ccc(CC)cc1,CCc1ccc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#Cc1ccsc1,FC(F)(F)c1ccc(-n2cc(-c3ccsc3)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#Cc1cccnc1,FC(F)(F)c1ccc(-n2cc(-c3cccnc3)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#CCC(=O)OC,COC(=O)Cc1cn(-c2ccc(C(F)(F)F)cc2)nn1,0,0,N
Brc1ccc2cccnc2c1,C#CCCCC(=O)O,O=C(O)CCCc1cn(-c2ccc3cccnc3c2)nn1,0,0,N
CCOC(=O)CCBr,C#CCCCC(=O)O,CCOC(=O)CCn1cc(CCCC(=O)O)nn1,0,0,N
CC(C)CBr,C#CCCCC(=O)O,CC(C)Cn1cc(CCCC(=O)O)nn1,0,0,N
O=[N+]([O-])CBr,C#CCCCC(=O)O,O=C(O)CCCc1cn(C[N+](=O)[O-])nn1,0,0,N
N#CCCCBr,C#CCCCC(=O)O,N#CCCCn1cc(CCCC(=O)O)nn1,0,0,N
COC(=O)CBr,C#CCCCC(=O)O,COC(=O)Cn1cc(CCCC(=O)O)nn1,0,0,N
CCOC(CBr)COC,C#CCCCC(=O)O,CCOC(COC)Cn1cc(CCCC(=O)O)nn1,0,0,N
COC(=O)c1cccc(Br)n1,C#CCCCC(=O)O,COC(=O)c1cccc(-n2cc(CCCC(=O)O)nn2)n1,0,0,N
O=c1[nH]cc(Br)c(=O)[nH]1,C#CCCCC(=O)O,O=C(O)CCCc1cn(-c2c[nH]c(=O)[nH]c2=O)nn1,0,0,N
O=C1c2ccccc2C(=O)N1CCCCCBr,C#CCCCC(=O)O,O=C(O)CCCc1cn(CCCCCN2C(=O)c3ccccc3C2=O)nn1,0,0,N
Nc1nc(N)c2ccc(Br)cc2n1,C#CCCCC(=O)O,Nc1nc(N)c2ccc(-n3cc(CCCC(=O)O)nn3)cc2n1,0,0,N
Brc1nc2ccccc2[nH]1,C#CCCCC(=O)O,O=C(O)CCCc1cn(-c2nc3ccccc3[nH]2)nn1,0,0,N
CC(C)(C)OC(=O)N1CCCC(Br)C1,C#CCCCC(=O)O,CC(C)(C)OC(=O)N1CCCC(n2cc(CCCC(=O)O)nn2)C1,0,0,N
O=Cc1cccc(Br)n1,C#CCCCC(=O)O,O=Cc1cccc(-n2cc(CCCC(=O)O)nn2)n1,0,0,N
O=C1Cc2ccc(Br)cc2N1,C#CCCCC(=O)O,O=C(O)CCCc1cn(-c2ccc3c(c2)NC(=O)C3)nn1,0,0,N
Nc1cc(Br)ncn1,C#CCCCC(=O)O,Nc1cc(-n2cc(CCCC(=O)O)nn2)ncn1,0,0,N
CCOC(=O)CCBr,C#CCc1ccccc1,CCOC(=O)CCn1cc(Cc2ccccc2)nn1,0,0,N
CC(C)CBr,C#CCc1ccccc1,CC(C)Cn1cc(Cc2ccccc2)nn1,0,0,N
O=[N+]([O-])CBr,C#CCc1ccccc1,O=[N+]([O-])Cn1cc(Cc2ccccc2)nn1,0,0,N
N#CCCCBr,C#CCc1ccccc1,N#CCCCn1cc(Cc2ccccc2)nn1,0,0,N
COC(=O)CBr,C#CCc1ccccc1,COC(=O)Cn1cc(Cc2ccccc2)nn1,0,0,N
OCCCBr,C#CCc1ccccc1,OCCCn1cc(Cc2ccccc2)nn1,0,0,N
COC(=O)c1cccc(Br)n1,C#CCc1ccccc1,COC(=O)c1cccc(-n2cc(Cc3ccccc3)nn2)n1,0,0,N
CC(C)(C)OC(=O)N1CCC(CBr)CC1,C#CCc1ccccc1,CC(C)(C)OC(=O)N1CCC(Cn2cc(Cc3ccccc3)nn2)CC1,0,0,N
O=c1[nH]cc(Br)c(=O)[nH]1,C#CCc1ccccc1,O=c1[nH]cc(-n2cc(Cc3ccccc3)nn2)c(=O)[nH]1,0,0,N
O=Cc1ccc(Br)o1,C#CCc1ccccc1,O=Cc1ccc(-n2cc(Cc3ccccc3)nn2)o1,0,0,N
O=C1c2ccccc2C(=O)N1CCCCCBr,C#CCc1ccccc1,O=C1c2ccccc2C(=O)N1CCCCCn1cc(Cc2ccccc2)nn1,0,0,N
Nc1nc(N)c2ccc(Br)cc2n1,C#CCc1ccccc1,Nc1nc(N)c2ccc(-n3cc(Cc4ccccc4)nn3)cc2n1,0,0,N
CC(C)(C)OC(=O)N1CCCC(Br)C1,C#CCc1ccccc1,CC(C)(C)OC(=O)N1CCCC(n2cc(Cc3ccccc3)nn2)C1,0,0,N
CC(C)(C)OC(=O)N1CCC(Br)C1,C#CCc1ccccc1,CC(C)(C)OC(=O)N1CCC(n2cc(Cc3ccccc3)nn2)C1,0,0,N
O=Cc1cccc(Br)n1,C#CCc1ccccc1,O=Cc1cccc(-n2cc(Cc3ccccc3)nn2)n1,0,0,N
O=C1Cc2ccc(Br)cc2N1,C#CCc1ccccc1,O=C1Cc2ccc(-n3cc(Cc4ccccc4)nn3)cc2N1,0,0,N
Nc1cc(Br)ncn1,C#CCc1ccccc1,Nc1cc(-n2cc(Cc3ccccc3)nn2)ncn1,0,0,N
ClCCCCBr,C#CCc1ccccc1,ClCCCCn1cc(Cc2ccccc2)nn1,0,0,N
CCOC(=O)CCBr,C#CC(C)=O,CCOC(=O)CCn1cc(C(C)=O)nn1,0,0,N
Cc1ccc(CBr)cc1,C#CC(C)=O,CC(=O)c1cn(Cc2ccc(C)cc2)nn1,0,0,N
CC(C)CBr,C#CC(C)=O,CC(=O)c1cn(CC(C)C)nn1,0,0,N
O=[N+]([O-])CBr,C#CC(C)=O,CC(=O)c1cn(C[N+](=O)[O-])nn1,0,0,N
N#CCCCBr,C#CC(C)=O,CC(=O)c1cn(CCCC#N)nn1,0,0,N
COC(=O)CBr,C#CC(C)=O,COC(=O)Cn1cc(C(C)=O)nn1,0,0,N
OCCCBr,C#CC(C)=O,CC(=O)c1cn(CCCO)nn1,0,0,N
COC(=O)c1cccc(Br)n1,C#CC(C)=O,COC(=O)c1cccc(-n2cc(C(C)=O)nn2)n1,0,0,N
CC(C)(C)OC(=O)N1CCC(CBr)CC1,C#CC(C)=O,CC(=O)c1cn(CC2CCN(C(=O)OC(C)(C)C)CC2)nn1,0,0,N
O=c1[nH]cc(Br)c(=O)[nH]1,C#CC(C)=O,CC(=O)c1cn(-c2c[nH]c(=O)[nH]c2=O)nn1,0,0,N
O=Cc1ccc(Br)o1,C#CC(C)=O,CC(=O)c1cn(-c2ccc(C=O)o2)nn1,0,0,N
O=C1c2ccccc2C(=O)N1CCCCCBr,C#CC(C)=O,CC(=O)c1cn(CCCCCN2C(=O)c3ccccc3C2=O)nn1,0,0,N
Nc1nc(N)c2ccc(Br)cc2n1,C#CC(C)=O,CC(=O)c1cn(-c2ccc3c(N)nc(N)nc3c2)nn1,0,0,N
CC(C)(C)OC(=O)N1CCCC(Br)C1,C#CC(C)=O,CC(=O)c1cn(C2CCCN(C(=O)OC(C)(C)C)C2)nn1,0,0,N
CC(C)(C)OC(=O)N1CCC(Br)C1,C#CC(C)=O,CC(=O)c1cn(C2CCN(C(=O)OC(C)(C)C)C2)nn1,0,0,N
O=Cc1cccc(Br)n1,C#CC(C)=O,CC(=O)c1cn(-c2cccc(C=O)n2)nn1,0,0,N
O=C1Cc2ccc(Br)cc2N1,C#CC(C)=O,CC(=O)c1cn(-c2ccc3c(c2)NC(=O)C3)nn1,0,0,N
ClCCCCBr,C#CC(C)=O,CC(=O)c1cn(CCCCCl)nn1,0,0,N
CC(C)(C)OC(=O)NCCCCBr,C#CC(C)=O,CC(=O)c1cn(CCCCNC(=O)OC(C)(C)C)nn1,0,0,N
Brc1nc2ccccc2[nH]1,C#CCc1ccccc1,c1ccc(Cc2cn(-c3nc4ccccc4[nH]3)nn2)cc1,0,0,N
CCOC(=O)c1sc(NC(=O)CBr)nc1C,C#Cc1ccc(F)cc1,CCOC(=O)c1sc(NC(=O)Cn2cc(-c3ccc(F)cc3)nn2)nc1C,1,51.46326181,Y
Cc1cc(NC(=O)CBr)no1,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(CC(=O)Nc3cc(C)on3)nn2)cc1,0,0,N
COc1ccc(Br)c(OC)c1,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(-c3ccc(OC)cc3OC)nn2)cc1,0,0,N
Cc1ccc(CBr)cc1,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(Cc3ccc(C)cc3)nn2)cc1,1,57.56508291,Y
COC(=O)CBr,C#Cc1ccc(OC)cc1,COC(=O)Cn1cc(-c2ccc(OC)cc2)nn1,1,28.39231547,Y
O=Cc1ccc(Br)o1,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(-c3ccc(C=O)o3)nn2)cc1,0,0,N
O=C1c2ccccc2C(=O)N1CCCCCBr,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(CCCCCN3C(=O)c4ccccc4C3=O)nn2)cc1,1,44.56567675,Y
O=[N+]([O-])c1ccc(CBr)cc1,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(Cc3ccc([N+](=O)[O-])cc3)nn2)cc1,1,62.26092225,Y
CCOC(=O)c1sc(NC(=O)CBr)nc1C,C#CC(=O)OCC,CCOC(=O)c1cn(CC(=O)Nc2nc(C)c(C(=O)OCC)s2)nn1,1,33.17239643,Y
CC(C)(C)c1ccc(CBr)cc1,C#CC(=O)OCC,CCOC(=O)c1cn(Cc2ccc(C(C)(C)C)cc2)nn1,1,26.8216017,Y
FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,C#CC(=O)OCC,CCOC(=O)c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1,1,19.55194883,Y
COC(=O)CBr,C#CC(=O)OCC,CCOC(=O)c1cn(CC(=O)OC)nn1,0,0,N
Cc1ccnc(Br)c1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2cc(C)ccn2)nn1,0,0,N
Fc1ccc(Br)c(Cl)c1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc(F)cc2Cl)nn1,0,0,N
COc1ccc(Br)c(OC)c1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc(OC)cc2OC)nn1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc(C(F)(F)F)cc2)nn1,0,0,N
Brc1ccc2cccnc2c1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc3cccnc3c2)nn1,1,89.87274062,Y
CCOC(=O)CCBr,C#CC(=O)OCC,CCOC(=O)CCn1cc(C(=O)OCC)nn1,0,0,N
Cc1ccc(CBr)cc1,C#CC(=O)OCC,CCOC(=O)c1cn(Cc2ccc(C)cc2)nn1,1,17.99445117,Y
CC(C)CBr,C#CC(=O)OCC,CCOC(=O)c1cn(CC(C)C)nn1,0,0,N
O=[N+]([O-])CBr,C#CC(=O)OCC,CCOC(=O)c1cn(C[N+](=O)[O-])nn1,0,0,N
N#CCCCBr,C#CC(=O)OCC,CCOC(=O)c1cn(CCCC#N)nn1,1,35.11780978,Y
CCOC(CBr)COC,C#CC(=O)OCC,CCOC(=O)c1cn(CC(COC)OCC)nn1,0,0,N
OCCCBr,C#CC(=O)OCC,CCOC(=O)c1cn(CCCO)nn1,1,36.0447926,Y
COC(=O)c1cccc(Br)n1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2cccc(C(=O)OC)n2)nn1,0,0,N
CC(C)(C)OC(=O)N1CCC(CBr)CC1,C#CC(=O)OCC,CCOC(=O)c1cn(CC2CCN(C(=O)OC(C)(C)C)CC2)nn1,0,0,N
O=c1[nH]cc(Br)c(=O)[nH]1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2c[nH]c(=O)[nH]c2=O)nn1,0,0,N
O=Cc1ccc(Br)o1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc(C=O)o2)nn1,0,0,N
O=C1c2ccccc2C(=O)N1CCCCCBr,C#CC(=O)OCC,CCOC(=O)c1cn(CCCCCN2C(=O)c3ccccc3C2=O)nn1,0,0,N
Nc1nc(N)c2ccc(Br)cc2n1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc3c(N)nc(N)nc3c2)nn1,0,0,N
Clc1ccc2cc(Br)ccc2n1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc3nc(Cl)ccc3c2)nn1,0,0,N
Brc1nc2ccccc2[nH]1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2nc3ccccc3[nH]2)nn1,0,0,N
CC(C)(C)OC(=O)N1CCCC(Br)C1,C#CC(=O)OCC,CCOC(=O)c1cn(C2CCCN(C(=O)OC(C)(C)C)C2)nn1,0,0,N
CC(C)(C)OC(=O)N1CCC(Br)C1,C#CC(=O)OCC,CCOC(=O)c1cn(C2CCN(C(=O)OC(C)(C)C)C2)nn1,1,5.306525879,Y
O=Cc1cccc(Br)n1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2cccc(C=O)n2)nn1,1,9.364008903,Y
O=C1Cc2ccc(Br)cc2N1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc3c(c2)NC(=O)C3)nn1,0,0,N
Nc1cc(Br)ncn1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2cc(N)ncn2)nn1,0,0,N
ClCCCCBr,C#CC(=O)OCC,CCOC(=O)c1cn(CCCCCl)nn1,1,10.51190596,Y
