smiles_a,smiles_e,smiles_p,yeild_classification,yield_regression,type
CCOC(CBr)COC,C#Cc1ccc(C#N)cc1,CCOC(COC)Cn1cc(-c2ccc(C#N)cc2)nn1,0,0,N
OCCCBr,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(CCCO)nn2)cc1,1,67.29463308,Y
COC(=O)c1cccc(Br)n1,C#Cc1ccc(C#N)cc1,COC(=O)c1cccc(-n2cc(-c3ccc(C#N)cc3)nn2)n1,0,0,N
CC(C)(C)OC(=O)N1CCC(CBr)CC1,C#Cc1ccc(C#N)cc1,CC(C)(C)OC(=O)N1CCC(Cn2cc(-c3ccc(C#N)cc3)nn2)CC1,1,44.57810012,Y
O=c1[nH]cc(Br)c(=O)[nH]1,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(-c3c[nH]c(=O)[nH]c3=O)nn2)cc1,0,0,N
O=Cc1ccc(Br)o1,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(-c3ccc(C=O)o3)nn2)cc1,0,0,N
O=C1c2ccccc2C(=O)N1CCCCCBr,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(CCCCCN3C(=O)c4ccccc4C3=O)nn2)cc1,1,30.04522351,Y
Nc1nc(N)c2ccc(Br)cc2n1,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(-c3ccc4c(N)nc(N)nc4c3)nn2)cc1,0,0,N
Brc1nc2ccccc2[nH]1,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(-c3nc4ccccc4[nH]3)nn2)cc1,0,0,N
CC(C)(C)OC(=O)N1CCCC(Br)C1,C#Cc1ccc(C#N)cc1,CC(C)(C)OC(=O)N1CCCC(n2cc(-c3ccc(C#N)cc3)nn2)C1,1,12.22348607,Y
CC(C)(C)OC(=O)N1CCC(Br)C1,C#Cc1ccc(C#N)cc1,CC(C)(C)OC(=O)N1CCC(n2cc(-c3ccc(C#N)cc3)nn2)C1,1,33.76626438,Y
O=Cc1cccc(Br)n1,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(-c3cccc(C=O)n3)nn2)cc1,0,0,N
O=C1Cc2ccc(Br)cc2N1,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(-c3ccc4c(c3)NC(=O)C4)nn2)cc1,0,0,N
Nc1cc(Br)ncn1,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(-c3cc(N)ncn3)nn2)cc1,0,0,N
ClCCCCBr,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(CCCCCl)nn2)cc1,1,53.88561553,Y
O=[N+]([O-])c1ccc(CBr)cc1,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(Cc3ccc([N+](=O)[O-])cc3)nn2)cc1,1,70.7521676,Y
BrCCc1c[nH]c2ccccc12,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(CCc3c[nH]c4ccccc34)nn2)cc1,1,86.73840616,Y
CCOC(=O)c1sc(NC(=O)CBr)nc1C,C#Cc1cccnc1,CCOC(=O)c1sc(NC(=O)Cn2cc(-c3cccnc3)nn2)nc1C,0,0,N
CC(C)(C)c1ccc(CBr)cc1,C#Cc1cccnc1,CC(C)(C)c1ccc(Cn2cc(-c3cccnc3)nn2)cc1,1,16.00667629,Y
Brc1ccc(Oc2ccccc2)cc1,C#Cc1cccnc1,c1ccc(Oc2ccc(-n3cc(-c4cccnc4)nn3)cc2)cc1,0,0,N
FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,C#Cc1cccnc1,FC(F)(F)c1cc(Cn2cc(-c3cccnc3)nn2)cc(C(F)(F)F)c1,1,46.09582344,Y
Brc1ccc2c(c1)OCO2,C#Cc1cccnc1,c1cncc(-c2cn(-c3ccc4c(c3)OCO4)nn2)c1,0,0,N
Cc1ccnc(Br)c1,C#Cc1cccnc1,Cc1ccnc(-n2cc(-c3cccnc3)nn2)c1,0,0,N
Fc1ccc(Br)c(Cl)c1,C#Cc1cccnc1,Fc1ccc(-n2cc(-c3cccnc3)nn2)c(Cl)c1,0,0,N
COc1ccc(Br)c(OC)c1,C#Cc1cccnc1,COc1ccc(-n2cc(-c3cccnc3)nn2)c(OC)c1,0,0,N
Brc1ccc2cccnc2c1,C#Cc1cccnc1,c1cncc(-c2cn(-c3ccc4cccnc4c3)nn2)c1,1,31.39499144,Y
CCOC(=O)CCBr,C#Cc1cccnc1,CCOC(=O)CCn1cc(-c2cccnc2)nn1,0,0,N
Cc1ccc(CBr)cc1,C#Cc1cccnc1,Cc1ccc(Cn2cc(-c3cccnc3)nn2)cc1,1,46.98399508,Y
CC(C)CBr,C#Cc1cccnc1,CC(C)Cn1cc(-c2cccnc2)nn1,0,0,N
O=[N+]([O-])CBr,C#Cc1cccnc1,O=[N+]([O-])Cn1cc(-c2cccnc2)nn1,0,0,N
N#CCCCBr,C#Cc1cccnc1,N#CCCCn1cc(-c2cccnc2)nn1,1,88.9143168,Y
COC(=O)CBr,C#Cc1cccnc1,COC(=O)Cn1cc(-c2cccnc2)nn1,1,90.27001265,Y
CCOC(CBr)COC,C#Cc1cccnc1,CCOC(COC)Cn1cc(-c2cccnc2)nn1,0,0,N
OCCCBr,C#Cc1cccnc1,OCCCn1cc(-c2cccnc2)nn1,1,81.96721311,Y
COC(=O)c1cccc(Br)n1,C#Cc1cccnc1,COC(=O)c1cccc(-n2cc(-c3cccnc3)nn2)n1,0,0,N
CC(C)(C)OC(=O)N1CCC(CBr)CC1,C#Cc1cccnc1,CC(C)(C)OC(=O)N1CCC(Cn2cc(-c3cccnc3)nn2)CC1,1,28.12857613,Y
O=c1[nH]cc(Br)c(=O)[nH]1,C#Cc1cccnc1,O=c1[nH]cc(-n2cc(-c3cccnc3)nn2)c(=O)[nH]1,0,0,N
O=Cc1ccc(Br)o1,C#Cc1cccnc1,O=Cc1ccc(-n2cc(-c3cccnc3)nn2)o1,0,0,N
O=C1c2ccccc2C(=O)N1CCCCCBr,C#Cc1cccnc1,O=C1c2ccccc2C(=O)N1CCCCCn1cc(-c2cccnc2)nn1,0,0,N
Nc1nc(N)c2ccc(Br)cc2n1,C#Cc1cccnc1,Nc1nc(N)c2ccc(-n3cc(-c4cccnc4)nn3)cc2n1,0,0,N
Clc1ccc2cc(Br)ccc2n1,C#Cc1cccnc1,Clc1ccc2cc(-n3cc(-c4cccnc4)nn3)ccc2n1,0,0,N
Brc1nc2ccccc2[nH]1,C#Cc1cccnc1,c1cncc(-c2cn(-c3nc4ccccc4[nH]3)nn2)c1,0,0,N
CC(C)(C)OC(=O)N1CCCC(Br)C1,C#Cc1cccnc1,CC(C)(C)OC(=O)N1CCCC(n2cc(-c3cccnc3)nn2)C1,0,0,N
O=Cc1cccc(Br)n1,C#Cc1cccnc1,O=Cc1cccc(-n2cc(-c3cccnc3)nn2)n1,0,0,N
O=C1Cc2ccc(Br)cc2N1,C#Cc1cccnc1,O=C1Cc2ccc(-n3cc(-c4cccnc4)nn3)cc2N1,0,0,N
Nc1cc(Br)ncn1,C#Cc1cccnc1,Nc1cc(-n2cc(-c3cccnc3)nn2)ncn1,0,0,N
ClCCCCBr,C#Cc1cccnc1,ClCCCCn1cc(-c2cccnc2)nn1,1,26.90559456,Y
O=[N+]([O-])c1ccc(CBr)cc1,C#Cc1cccnc1,O=[N+]([O-])c1ccc(Cn2cc(-c3cccnc3)nn2)cc1,1,91.51381773,Y
BrCCc1c[nH]c2ccccc12,C#Cc1cccnc1,c1cncc(-c2cn(CCc3c[nH]c4ccccc34)nn2)c1,1,81.91197055,Y
Clc1ccc2cc(Br)ccc2n1,C#Cc1ccc(OC)cc1,COc1ccc(-c2cn(-c3ccc4nc(Cl)ccc4c3)nn2)cc1,0,0,N
O=C(CBr)Nc1nc2ccccc2s1,C#Cc1ccc(F)cc1,O=C(Cn1cc(-c2ccc(F)cc2)nn1)Nc1nc2ccccc2s1,1,11.03649685,Y
CCOC(=O)c1sc(NC(=O)CBr)nc1C,C#Cc1cccc([N+](=O)[O-])c1,CCOC(=O)c1sc(NC(=O)Cn2cc(-c3cccc([N+](=O)[O-])c3)nn2)nc1C,1,21.18099666,Y
CCOC(=O)c1sc(NC(=O)CBr)nc1C,C#CCN,CCOC(=O)c1sc(NC(=O)Cn2cc(CN)nn2)nc1C,0,0,N
FC(F)(F)c1ccccc1CBr,C#Cc1ccccc1,FC(F)(F)c1ccccc1Cn1cc(-c2ccccc2)nn1,1,28.48833759,Y
FC(F)(F)c1ccccc1CBr,C#CC(=C)C,C=C(C)c1cn(Cc2ccccc2C(F)(F)F)nn1,1,25.14499532,Y
FC(F)(F)c1ccccc1CBr,C#CCCO,OCCc1cn(Cc2ccccc2C(F)(F)F)nn1,1,48.22333154,Y
FC(F)(F)c1ccccc1CBr,C#CC(O)(c1ccccc1)c1ccccc1,OC(c1ccccc1)(c1ccccc1)c1cn(Cc2ccccc2C(F)(F)F)nn1,1,41.03526101,Y
CC(C)(C)c1ccc(CBr)cc1,C#Cc1cccs1,CC(C)(C)c1ccc(Cn2cc(-c3cccs3)nn2)cc1,1,43.37329953,Y
CC(C)(C)c1ccc(CBr)cc1,C#CC(=C)C,C=C(C)c1cn(Cc2ccc(C(C)(C)C)cc2)nn1,1,35.24463694,Y
CC(C)(C)c1ccc(CBr)cc1,C#Cc1ccccn1,CC(C)(C)c1ccc(Cn2cc(-c3ccccn3)nn2)cc1,1,38.16976654,Y
CC(C)(C)c1ccc(CBr)cc1,C#Cc1cccc(C)c1,Cc1cccc(-c2cn(Cc3ccc(C(C)(C)C)cc3)nn2)c1,1,29.66436053,Y
CC(C)(C)c1ccc(CBr)cc1,C#CCCO,CC(C)(C)c1ccc(Cn2cc(CCO)nn2)cc1,1,36.32199331,Y
CC(C)(C)c1ccc(CBr)cc1,C#CC(O)(c1ccccc1)c1ccccc1,CC(C)(C)c1ccc(Cn2cc(C(O)(c3ccccc3)c3ccccc3)nn2)cc1,1,20.52768218,Y
Brc1ccc2c(c1)OCCO2,C#Cc1ccccc1,c1ccc(-c2cn(-c3ccc4c(c3)OCCO4)nn2)cc1,0,0,N
Brc1ccc(Oc2ccccc2)cc1,C#CC(=O)OC(C)(C)C,CC(C)(C)OC(=O)c1cn(-c2ccc(Oc3ccccc3)cc2)nn1,0,0,N
FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,C#CC(C)(O)c1ccccc1,CC(O)(c1ccccc1)c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1,1,14.44627431,Y
Brc1ccc2c(c1)OCCO2,C#CC(O)(c1ccccc1)c1ccccc1,OC(c1ccccc1)(c1ccccc1)c1cn(-c2ccc3c(c2)OCCO3)nn1,0,0,N
FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,C#CS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)c2cn(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nn2)cc1,1,11.48274251,Y
Brc1ccc2c(c1)OCCO2,C#CCCO,OCCc1cn(-c2ccc3c(c2)OCCO3)nn1,0,0,N
Brc1ccc(Oc2ccccc2)cc1,C#CS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)c2cn(-c3ccc(Oc4ccccc4)cc3)nn2)cc1,0,0,N
FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,C#Cc1ccccc1,FC(F)(F)c1cc(Cn2cc(-c3ccccc3)nn2)cc(C(F)(F)F)c1,1,22.13962508,Y
Brc1ccc(Oc2ccccc2)cc1,C#CC(C)(C)O,CC(C)(O)c1cn(-c2ccc(Oc3ccccc3)cc2)nn1,0,0,N
Brc1ccc(Oc2ccccc2)cc1,C#Cc1ccccc1,c1ccc(Oc2ccc(-n3cc(-c4ccccc4)nn3)cc2)cc1,0,0,N
FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,C#CC(O)c1ccccc1,OC(c1ccccc1)c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1,1,22.87531211,Y
FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,C#CC(=O)OC(C)(C)C,CC(C)(C)OC(=O)c1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1,1,3.035669112,Y
Brc1ccc2c(c1)OCCO2,C#CC(=C)C,C=C(C)c1cn(-c2ccc3c(c2)OCCO3)nn1,0,0,N
Brc1ccc(Oc2ccccc2)cc1,C#CCCCC(=O)O,O=C(O)CCCc1cn(-c2ccc(Oc3ccccc3)cc2)nn1,0,0,N
FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,C#CCCO,OCCc1cn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1,1,21.93163461,Y
CC(=O)c1ccc(Br)cc1,C#CC(C)(O)C=C,C=CC(C)(O)c1cn(-c2ccc(C(C)=O)cc2)nn1,0,0,N
CC(=O)c1ccc(Br)cc1,C#Cc1ccccc1,CC(=O)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,0,0,N
CC(=O)c1ccc(Br)cc1,C#CCCO,CC(=O)c1ccc(-n2cc(CCO)nn2)cc1,0,0,N
Brc1nccs1,C#CCC(=O)OC,COC(=O)Cc1cn(-c2nccs2)nn1,0,0,N
Brc1nccs1,C#CC(O)c1ccccc1,OC(c1ccccc1)c1cn(-c2nccs2)nn1,0,0,N
Brc1nccs1,C#Cc1cccc([N+](=O)[O-])c1,O=[N+]([O-])c1cccc(-c2cn(-c3nccs3)nn2)c1,0,0,N
Brc1nccs1,C#CCN1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1Cc1cn(-c2nccs2)nn1,1,17.73100903,Y
Brc1nccs1,C#CC(=O)OC(C)(C)C,CC(C)(C)OC(=O)c1cn(-c2nccs2)nn1,0,0,N
Brc1nccs1,C#Cc1ccccc1,c1ccc(-c2cn(-c3nccs3)nn2)cc1,0,0,N
Brc1nccs1,C#CC(C)(C)O,CC(C)(O)c1cn(-c2nccs2)nn1,0,0,N
CNS(=O)(=O)c1ccc(Br)cc1,C#CC(O)c1ccccc1,CNS(=O)(=O)c1ccc(-n2cc(C(O)c3ccccc3)nn2)cc1,0,0,N
CNS(=O)(=O)c1ccc(Br)cc1,C#CC(=O)OC(C)(C)C,CNS(=O)(=O)c1ccc(-n2cc(C(=O)OC(C)(C)C)nn2)cc1,0,0,N
CNS(=O)(=O)c1ccc(Br)cc1,C#Cc1ccccc1,CNS(=O)(=O)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,0,0,N
CNS(=O)(=O)c1ccc(Br)cc1,C#CC(C)(C)O,CNS(=O)(=O)c1ccc(-n2cc(C(C)(C)O)nn2)cc1,0,0,N
Brc1ccc2c(c1)OCO2,C#CCN1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1Cc1cn(-c2ccc3c(c2)OCO3)nn1,0,0,N
Brc1ccc2c(c1)OCO2,C#CCc1ccccc1,c1ccc(Cc2cn(-c3ccc4c(c3)OCO4)nn2)cc1,0,0,N
Brc1ccc2c(c1)OCO2,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc3c(c2)OCO3)nn1,0,0,N
Brc1ccc2c(c1)OCO2,C#CC(C)(C)O,CC(C)(O)c1cn(-c2ccc3c(c2)OCO3)nn1,0,0,N
Brc1ccc2c(c1)OCO2,C#CCN1CCOCC1,c1cc2c(cc1-n1cc(CN3CCCC3)nn1)OCO2,0,0,N
Brc1ccc2c(c1)OCO2,C#Cc1ccccn1,c1ccc(-c2cn(-c3ccc4c(c3)OCO4)nn2)nc1,0,0,N
Brc1ccc2c(c1)OCO2,C#CCCCCCC,CCCCCCc1cn(-c2ccc3c(c2)OCO3)nn1,0,0,N
Brc1nc2ccccc2s1,C#CCN1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1Cc1cn(-c2nc3ccccc3s2)nn1,1,6.143169045,Y
Brc1nc2ccccc2s1,C#CS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)c2cn(-c3nc4ccccc4s3)nn2)cc1,0,0,N
Brc1nc2ccccc2s1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2nc3ccccc3s2)nn1,0,0,N
Brc1nc2ccccc2s1,C#Cc1ccccc1,c1ccc(-c2cn(-c3nc4ccccc4s3)nn2)cc1,0,0,N
Brc1nc2ccccc2s1,C#CC(O)(c1ccccc1)c1ccccc1,OC(c1ccccc1)(c1ccccc1)c1cn(-c2nc3ccccc3s2)nn1,0,0,N
Cc1ccnc(Br)c1,C#Cc1ccc(C(=O)O)cc1,Cc1ccnc(-n2cc(-c3ccc(C(=O)O)cc3)nn2)c1,0,0,N
Cc1ccnc(Br)c1,C#CC(=O)OC(C)(C)C,Cc1ccnc(-n2cc(C(=O)OC(C)(C)C)nn2)c1,0,0,N
Cc1ccnc(Br)c1,C#CC(=C)C,C=C(C)c1cn(-c2cc(C)ccn2)nn1,0,0,N
Cc1ccnc(Br)c1,C#CC(C)(C)O,Cc1ccnc(-n2cc(C(C)(C)O)nn2)c1,0,0,N
Cc1ccnc(Br)c1,C#Cc1cccc(C)c1,Cc1cccc(-c2cn(-c3cc(C)ccn3)nn2)c1,0,0,N
Cc1ccnc(Br)c1,C#CCCO,Cc1ccnc(-n2cc(CCO)nn2)c1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1cccs1,NC(=O)c1ccc(-n2cc(-c3cccs3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#CC(O)c1ccccc1,NC(=O)c1ccc(-n2cc(C(O)c3ccccc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#CC(=C)C,C=C(C)c1cn(-c2ccc(C(N)=O)cc2)nn1,0,0,N
NC(=O)c1ccc(Br)cc1,C#CC(C)(C)O,CC(C)(O)c1cn(-c2ccc(C(N)=O)cc2)nn1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccccn1,NC(=O)c1ccc(-n2cc(-c3ccccn3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#CCN,NCc1cn(-c2ccc(C(N)=O)cc2)nn1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1cccc(C)c1,Cc1cccc(-c2cn(-c3ccc(C(N)=O)cc3)nn2)c1,0,0,N
Fc1ccc(Br)c(Cl)c1,C#CC(O)c1ccccc1,OC(c1ccccc1)c1cn(-c2ccc(F)cc2Cl)nn1,1,13.43346975,Y
Fc1ccc(Br)c(Cl)c1,C#CCN1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1Cc1cn(-c2ccc(F)cc2Cl)nn1,1,19.00554469,Y
Fc1ccc(Br)c(Cl)c1,C#CS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)c2cn(-c3ccc(F)cc3Cl)nn2)cc1,1,1.535037225,Y
Fc1ccc(Br)c(Cl)c1,C#CC(=O)OC(C)(C)C,CC(C)(C)OC(=O)c1cn(-c2ccc(F)cc2Cl)nn1,1,1.612291032,Y
Fc1ccc(Br)c(Cl)c1,C#Cc1ccccc1,Fc1ccc(-n2cc(-c3ccccc3)nn2)c(Cl)c1,1,5.480593219,Y
Fc1ccc(Br)c(Cl)c1,C#CC(=C)C,C=C(C)c1cn(-c2ccc(F)cc2Cl)nn1,1,8.58365487,Y
Fc1ccc(Br)c(Cl)c1,C#CCCO,OCCc1cn(-c2ccc(F)cc2Cl)nn1,1,7.945408423,Y
COc1ccc(Br)cc1,C#CCN1C(=O)c2ccccc2C1=O,COc1ccc(-n2cc(CN3C(=O)c4ccccc4C3=O)nn2)cc1,1,20.99728112,Y
COc1ccc(Br)cc1,C#CC(=C)C,C=C(C)c1cn(-c2ccc(OC)cc2)nn1,0,0,N
COc1ccc(Br)cc1,C#CCOC,COCc1cn(-c2ccc(OC)cc2)nn1,0,0,N
COc1ccc(Br)cc1,C#CCCCCCC,CCCCCCc1cn(-c2ccc(OC)cc2)nn1,0,0,N
COc1ccc(Br)cc1,C#CCCO,COc1ccc(-n2cc(CCO)nn2)cc1,1,8.210180624,Y
COc1ccc(Br)cc1,C#Cc1cccc(O)c1,COc1ccc(-n2cc(-c3cccc(O)c3)nn2)cc1,1,2.244811679,Y
COc1ccc(Br)c(OC)c1,C#CS(=O)(=O)c1ccc(C)cc1,COc1ccc(-n2cc(S(=O)(=O)c3ccc(C)cc3)nn2)c(OC)c1,0,0,N
COc1ccc(Br)c(OC)c1,C#CCCO,COc1ccc(-n2cc(CCO)nn2)c(OC)c1,0,0,N
COC(=O)c1ccc(Br)cc1,C#Cc1ccc(C(=O)OC)cc1,COC(=O)c1ccc(-c2cn(-c3ccc(C(=O)OC)cc3)nn2)cc1,1,1.778678975,Y
COC(=O)c1ccc(Br)cc1,C#CS(=O)(=O)c1ccc(C)cc1,COC(=O)c1ccc(-n2cc(S(=O)(=O)c3ccc(C)cc3)nn2)cc1,0,0,N
COC(=O)c1ccc(Br)cc1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc(C(=O)OC)cc2)nn1,1,3.051660248,Y
COC(=O)c1ccc(Br)cc1,C#CCN(CC)CC,CCN(CC)Cc1cn(-c2ccc(C(=O)OC)cc2)nn1,0,0,N
COC(=O)c1ccc(Br)cc1,C#CC(=O)OC(C)(C)C,COC(=O)c1ccc(-n2cc(C(=O)OC(C)(C)C)nn2)cc1,1,47.47570991,Y
